"gene","logFC","AveExpr","t","P.Value","adj.P.Val","B","signif"
"MCHR1",0.512918112835675,-0.70144461247637,2.4720591282155,0.0137488819000505,0.026549186757473,-4.7853795257453,FALSE
"IMPDH1",0.358602604089673,1.83036597353497,2.47192693444502,0.0137539070611876,0.0265574776717112,-4.78570265771918,FALSE
"OR8B5P",0.246304878048882,-9.79399187145558,2.47131784669103,0.0137770816994497,0.0266008107426054,-4.78719128230428,FALSE
"TTLL4",0.324141973392459,3.43283913043478,2.4712575021827,0.0137793795756801,0.0266038324633956,-4.78733874616729,FALSE
"SCLT1",0.239067994579945,0.126848015122873,2.47101243942343,0.0137887148808258,0.0266204402961685,-4.78793756982937,FALSE
"SLC39A4",0.574788962798713,3.1913034026465,2.470701910076,0.0138005520841737,0.0266418762607738,-4.78869628118021,FALSE
"LOC112268270",0.361481463414734,-9.64133950850662,2.4703372120855,0.0138144656555325,0.0266673181473803,-4.78958722294706,FALSE
"HORMAD1",-0.823129398866694,-5.99122816635161,-2.47004000162014,0.0138258136994493,0.0266878051209033,-4.79031320051178,FALSE
"CD247",-0.315513254496183,0.766006994328922,-2.46983982512221,0.0138334614588904,0.0267011476800755,-4.79080211112698,FALSE
"ATF7",0.182095040650405,2.62770094517958,2.46965207695034,0.0138406377972425,0.0267135569817533,-4.7912606316438,FALSE
"LOC105379224",0.326742005420158,-9.72775576559546,2.4696331269177,0.013841362311501,0.0267135569817533,-4.79130690971627,FALSE
"TNRC6B",-0.219995831485589,0.649329489603025,-2.46947597602044,0.0138473719365204,0.0267237346447437,-4.79169067619363,FALSE
"RPL21P81",-0.735155597437733,-8.2763652173913,-2.46932037658888,0.0138533245079911,0.0267338011251175,-4.7920706304438,FALSE
"HSP90B3P",0.521494678492335,-8.79211871455577,2.46928812198761,0.0138545587151274,0.026734761637138,-4.79214938919803,FALSE
"HIBADH",0.230354205469309,5.57537561436673,2.46876825275843,0.0138744647019445,0.0267717505525588,-4.79341865865944,FALSE
