ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
GO:0008210,estrogen metabolic process,3/30,42/18842,0.0714285714285714,44.8619047619048,11.3639241222469,4.00960629204788e-05,0.00982353541551731,0.00982353541551731,CYP1A1/CYP2C8/CYP2C9,3
GO:0002221,pattern recognition receptor signaling pathway,5/30,291/18842,0.0171821305841924,10.7915234822451,6.72215030123565,8.81439283502447e-05,0.0207314519479776,0.0207314519479776,LBP/IKBKB/IRF7/TLR2/HSPA1B,5
GO:0019748,secondary metabolic process,3/30,58/18842,0.0517241379310345,32.4862068965517,9.59037124219794,0.000105934326117143,0.0234454283001227,0.0234454283001227,CYP2A6/CYP1A1/CYP2A7,3
GO:1903238,positive regulation of leukocyte tethering or rolling,2/30,10/18842,0.2,125.613333333333,15.7402420896632,0.000109410180980218,0.0234454283001227,0.0234454283001227,SELE/SELP,2
GO:0002758,innate immune response-activating signaling pathway,5/30,306/18842,0.0163398692810458,10.2625272331155,6.52344969682872,0.000111644896667251,0.0234454283001227,0.0234454283001227,LBP/IKBKB/IRF7/TLR2/HSPA1B,5
GO:0070989,oxidative demethylation,2/30,11/18842,0.181818181818182,114.193939393939,14.9960866978751,0.000133591150665776,0.0270867574453366,0.0270867574453366,CYP2C8/CYP2C9,2
GO:0002218,activation of innate immune response,5/30,326/18842,0.0153374233128834,9.63292433537832,6.27896793980982,0.000150158784999703,0.0294311218599417,0.0294311218599417,LBP/IKBKB/IRF7/TLR2/HSPA1B,5
GO:0006633,fatty acid biosynthetic process,4/30,178/18842,0.0224719101123596,14.1138576779026,7.01993711016475,0.000174156984832673,0.0330336474456813,0.0330336474456813,CYP1A1/CYP2C8/CYP2C9/APOA4,4
GO:0006066,alcohol metabolic process,5/30,339/18842,0.0147492625368732,9.26352015732547,6.13110822979849,0.000180179116844541,0.0331079127201843,0.0331079127201843,ABCA1/CYP1A1/CYP2C8/CYP2C9/APOA4,5
GO:0032490,detection of molecule of bacterial origin,2/30,13/18842,0.153846153846154,96.625641025641,13.7729675735111,0.000189081600578914,0.0334648545839448,0.0334648545839448,LBP/TLR2,2
GO:0010803,regulation of tumor necrosis factor-mediated signaling pathway,3/30,71/18842,0.0422535211267606,26.5380281690141,8.60930211641473,0.000193504261199681,0.0334648545839448,0.0334648545839448,IKBKB/HSPA1B/MIB2,3
GO:0033700,phospholipid efflux,2/30,14/18842,0.142857142857143,89.7238095238095,13.261639588626,0.000220376837943653,0.0370233087745337,0.0370233087745337,ABCA1/APOA4,2
GO:0062207,regulation of pattern recognition receptor signaling pathway,4/30,195/18842,0.0205128205128205,12.8834188034188,6.66115194764437,0.000246911006061054,0.0373423042482367,0.0373423042482367,LBP/IKBKB/IRF7/HSPA1B,4
GO:0060759,regulation of response to cytokine stimulus,4/30,196/18842,0.0204081632653061,12.8176870748299,6.64144833873567,0.0002517768659856,0.0373423042482367,0.0373423042482367,IKBKB/TLR2/HSPA1B/MIB2,4
GO:0014856,skeletal muscle cell proliferation,2/30,15/18842,0.133333333333333,83.7422222222222,12.8019865319705,0.00025402928060025,0.0373423042482367,0.0373423042482367,FOS/STAT3,2
GO:0070988,demethylation,2/30,15/18842,0.133333333333333,83.7422222222222,12.8019865319705,0.00025402928060025,0.0373423042482367,0.0373423042482367,CYP2C8/CYP2C9,2
GO:1903236,regulation of leukocyte tethering or rolling,2/30,15/18842,0.133333333333333,83.7422222222222,12.8019865319705,0.00025402928060025,0.0373423042482367,0.0373423042482367,SELE/SELP,2
GO:0002224,toll-like receptor signaling pathway,3/30,80/18842,0.0375,23.5525,8.07226175845054,0.000275487725838425,0.0395089714129253,0.0395089714129253,IKBKB/IRF7/TLR2,3
GO:0071356,cellular response to tumor necrosis factor,4/30,202/18842,0.0198019801980198,12.4369636963696,6.52617312346742,0.000282435864610964,0.039541021045535,0.039541021045535,FOS/IKBKB/HSPA1B/MIB2,4
GO:0002756,MyD88-independent toll-like receptor signaling pathway,2/30,16/18842,0.125,78.5083333333333,12.3858118822223,0.000290031845467274,0.03966016863599,0.03966016863599,IKBKB/IRF7,2
GO:0045089,positive regulation of innate immune response,5/30,396/18842,0.0126262626262626,7.93013468013468,5.56587287367312,0.000369428165955598,0.0493690367231572,0.0493690367231572,LBP/IKBKB/IRF7/TLR2/HSPA1B,5
